userId,Action,Adventure,Animation,Children,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,IMAX,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western
346,13,5,1,0,33,38,2,118,10,6,24,0,1,28,28,4,47,5,1
347,17,17,4,6,18,4,0,15,5,0,1,3,3,4,12,9,16,3,2
348,16,11,0,0,13,21,1,34,5,0,3,2,1,9,8,4,16,7,1
349,10,6,3,5,12,8,0,20,4,0,2,2,3,0,11,2,14,4,2
350,14,15,3,4,18,4,0,7,6,0,2,0,2,2,7,9,15,0,0
351,26,13,4,5,27,35,0,92,10,1,20,9,3,17,29,16,56,7,0
352,102,83,11,11,58,47,0,122,41,2,36,36,2,38,33,82,109,12,3
353,27,15,4,7,28,20,1,28,5,0,6,2,3,4,13,7,30,4,5
354,92,54,8,11,71,44,3,85,13,1,20,8,5,22,42,55,84,12,3
355,9,10,2,4,14,3,0,6,5,0,0,0,2,1,7,9,3,1,1
356,65,53,9,10,175,45,0,144,27,2,4,7,11,13,71,38,51,14,3
357,52,68,32,49,163,54,22,178,55,2,25,17,40,27,100,38,58,14,8
358,1,4,1,1,11,0,0,21,5,0,1,1,1,3,26,5,2,1,0
359,18,22,4,9,20,7,0,38,7,0,3,1,2,4,17,16,21,2,3
360,4,0,0,0,3,5,0,8,1,1,1,0,0,6,1,1,10,1,0
361,37,22,4,3,38,14,0,26,6,0,4,5,4,3,13,9,23,6,0
362,40,22,5,4,14,45,0,55,11,3,14,9,3,18,7,19,48,6,4
363,9,8,0,0,9,5,0,9,3,0,1,0,0,1,5,3,6,0,0
364,12,10,2,3,3,3,0,5,2,0,0,0,2,3,2,5,13,0,0
365,66,54,8,13,115,32,0,45,26,0,8,18,2,6,25,31,24,7,2
366,21,9,2,1,4,10,0,13,4,1,0,7,0,3,1,6,10,4,0
367,22,27,10,24,89,11,0,72,17,1,9,1,8,6,48,15,15,3,4
368,151,69,0,1,53,80,0,149,9,6,25,0,6,37,38,50,165,44,10
369,37,26,4,4,63,24,4,33,8,0,2,4,10,11,11,26,30,6,1
370,35,21,4,3,35,23,1,31,12,1,5,5,0,9,18,13,24,1,0
371,15,19,12,5,6,5,0,15,14,1,4,4,2,5,6,14,11,0,0
372,51,33,5,11,51,35,1,89,13,2,12,3,8,15,39,21,56,17,6
373,17,12,6,12,19,15,0,36,10,0,4,1,4,7,14,7,26,4,2
374,14,14,2,2,8,8,0,10,4,0,7,2,2,1,4,6,16,3,1
375,9,7,3,4,10,6,0,16,2,0,1,1,2,4,8,4,6,1,0
376,68,46,10,12,35,24,0,40,14,2,6,7,1,12,22,40,47,9,2
377,28,28,4,10,43,7,3,46,20,1,18,4,9,8,13,42,18,10,4
378,17,14,6,6,8,18,0,30,8,0,1,9,1,5,1,7,18,4,1
379,12,9,1,2,8,5,0,16,1,0,1,2,1,1,6,5,12,4,1
380,548,357,145,149,326,185,4,288,193,3,170,66,49,88,80,299,408,31,20
381,129,166,69,87,184,39,7,150,103,0,20,27,31,26,86,81,99,9,4
382,114,109,27,37,84,35,0,68,49,0,11,31,9,12,51,49,76,11,3
383,3,2,0,0,12,3,0,25,0,0,2,1,0,3,9,2,5,3,0
384,6,11,2,3,20,12,0,22,3,0,2,0,0,3,11,6,17,5,1
385,52,46,15,24,59,29,1,79,23,2,7,3,18,7,31,31,35,12,8
386,18,10,1,3,15,12,0,15,1,0,4,0,1,6,4,7,22,2,3
387,180,161,46,45,295,186,9,439,92,25,124,6,33,113,130,112,275,36,19
388,3,15,15,18,22,2,0,0,6,0,0,4,4,0,5,0,1,0,0
389,14,11,1,1,11,5,0,8,3,0,0,0,0,3,6,5,15,0,0
390,14,7,7,2,17,10,2,56,9,0,2,1,3,7,20,11,15,4,1
391,62,54,12,15,104,58,3,173,23,8,13,3,18,37,71,37,84,19,6
392,4,5,0,0,6,2,0,8,3,0,1,0,0,0,5,2,4,0,0
393,57,44,2,1,16,24,1,34,16,1,7,18,1,16,6,39,49,3,0
394,8,4,0,1,5,5,0,6,1,0,0,1,0,1,3,1,7,2,1
395,22,19,7,17,20,7,0,13,10,0,0,2,6,2,11,10,12,3,2
396,1,5,8,8,11,5,0,8,4,0,0,0,2,3,4,0,5,0,0
397,2,1,0,0,11,7,0,12,0,1,0,0,0,6,6,1,4,1,0
398,6,12,8,5,16,4,3,21,13,0,2,1,3,5,11,7,5,0,1
399,19,20,6,6,9,6,0,12,7,0,2,1,0,1,3,9,7,4,0
400,19,14,1,1,7,18,0,22,5,0,2,5,0,5,2,14,16,1,0
401,15,47,50,45,41,1,0,12,29,0,1,13,12,1,15,10,2,1,1
402,22,11,2,3,17,11,0,19,2,0,1,1,3,1,9,6,23,1,0
403,10,6,1,1,9,10,0,18,1,0,1,1,0,5,5,5,12,3,1
404,19,9,2,3,19,9,0,35,3,0,3,1,2,2,19,7,20,6,4
405,28,14,3,0,28,37,0,79,14,6,12,1,1,27,12,26,42,6,3
406,3,1,2,2,8,0,0,6,3,0,2,1,1,0,4,1,2,0,0
407,15,11,3,3,2,6,0,8,5,0,0,2,0,1,1,7,8,1,0
408,77,52,1,6,49,29,1,37,28,0,2,19,3,15,9,31,41,9,1
409,11,9,0,2,70,19,1,45,7,0,7,0,5,2,17,6,12,5,3
410,3,8,1,2,86,31,2,97,11,10,2,0,4,15,41,2,21,7,2
411,26,20,3,9,36,15,1,53,6,0,4,2,3,8,25,9,34,6,5
412,12,10,1,2,46,18,5,34,5,5,4,1,1,15,25,5,20,1,1
413,20,4,0,0,15,20,0,26,5,0,2,1,0,1,10,1,12,5,3
414,532,376,116,145,844,362,60,1171,183,13,96,55,96,132,416,269,508,112,44
415,25,15,1,2,30,27,1,46,5,5,4,3,2,13,21,7,29,4,3
416,5,3,0,1,13,10,1,25,4,1,2,0,0,3,10,4,7,4,0
417,16,15,2,3,10,20,0,42,8,0,5,6,0,13,9,15,25,3,0
418,11,21,0,2,20,16,1,49,15,2,2,9,2,11,14,12,21,4,1
419,48,17,2,1,29,31,15,67,4,1,18,6,1,14,11,24,56,17,0
420,38,35,12,10,60,14,6,60,24,2,18,5,11,11,23,30,34,14,0
421,2,5,1,3,8,3,0,27,2,0,1,0,0,2,8,1,5,5,2
422,16,7,1,4,17,8,0,34,4,3,6,0,1,8,9,7,14,9,6
423,7,3,0,0,5,5,0,9,1,0,0,1,0,1,2,5,7,2,1
424,18,3,4,2,41,42,0,71,7,4,17,4,3,37,14,8,62,2,1
425,126,88,18,24,99,65,0,127,29,1,30,6,8,28,48,65,113,16,3
426,12,27,18,20,35,9,0,35,18,0,0,11,7,2,25,9,5,1,0
427,22,10,0,0,15,13,2,35,7,0,2,1,0,10,13,9,23,7,1
428,83,45,14,8,57,25,2,60,26,1,27,4,6,13,22,53,59,13,2
429,16,12,3,7,19,6,0,29,3,1,1,2,3,3,22,5,14,3,4
430,14,16,7,8,19,8,0,27,7,0,2,2,0,7,11,14,11,1,0
431,5,4,0,0,8,2,0,3,2,0,0,0,0,2,5,1,4,1,1
432,72,55,14,17,39,57,0,142,19,1,20,17,4,34,58,45,99,16,1
433,6,2,0,0,4,13,0,12,0,0,1,2,0,5,1,2,11,2,0
434,84,69,21,18,64,49,1,89,26,0,16,11,5,17,30,53,68,14,2
435,17,9,2,3,9,14,0,22,2,0,0,5,1,6,4,8,15,0,2
436,22,21,10,28,49,10,0,37,14,0,2,3,7,2,17,5,24,3,3
437,24,17,0,2,34,24,1,80,4,0,0,1,0,8,27,11,23,13,2
438,257,144,36,37,238,104,9,203,61,2,13,15,18,25,122,97,169,21,6
439,10,9,3,3,4,2,1,7,5,0,0,2,0,0,1,3,3,4,0
440,5,7,2,1,10,1,0,19,3,1,4,0,0,3,4,18,9,1,1
441,25,19,2,1,20,9,0,8,8,0,5,5,0,4,2,12,10,1,0
442,0,1,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0
443,13,13,1,1,7,8,0,23,7,0,5,5,0,3,7,11,11,2,0
444,11,3,1,3,12,16,0,20,5,0,2,1,1,3,8,4,17,4,1
445,18,17,4,4,22,15,0,39,11,0,3,4,1,7,14,10,22,10,1
446,19,16,5,8,29,11,0,31,8,0,2,3,5,6,21,10,24,3,2
447,32,17,5,10,26,15,0,33,8,0,4,3,5,3,16,7,31,4,6
448,375,287,85,108,665,211,19,440,108,3,31,60,49,66,160,182,282,41,40
449,8,5,0,0,13,11,1,16,1,0,1,0,0,5,5,3,10,5,1
450,16,8,1,2,12,5,0,26,3,0,5,0,3,4,7,8,11,3,2
451,12,10,2,3,12,5,0,10,3,0,1,0,2,2,9,4,17,0,0
452,111,66,3,3,59,39,0,54,13,1,23,0,3,22,21,61,83,9,1
453,82,51,11,11,147,56,1,111,16,1,10,2,6,21,59,35,82,17,3
454,5,4,2,0,9,11,0,25,4,1,15,0,0,14,5,4,22,2,0
455,15,10,4,5,18,10,0,31,5,0,2,3,4,2,15,5,20,6,3
456,10,10,3,6,18,4,0,12,6,0,2,0,2,4,10,5,12,0,0
457,18,18,2,2,11,4,0,9,3,0,2,0,2,3,5,13,9,1,0
458,20,14,4,6,22,8,0,27,4,0,0,3,4,1,21,6,21,4,1
459,13,15,9,7,5,1,0,9,4,0,0,5,0,3,1,10,5,1,1
460,26,28,12,13,23,14,0,41,15,0,4,7,1,11,14,20,23,3,0
461,1,1,0,0,6,5,0,16,1,0,2,0,0,2,6,0,3,2,1
462,49,37,5,5,117,61,66,198,24,9,20,5,11,22,41,32,67,28,7
463,17,10,1,1,8,4,1,17,3,0,3,1,1,1,6,4,7,12,0
464,58,41,2,5,21,31,0,56,10,1,6,7,2,13,19,30,54,12,4
465,42,21,1,1,15,34,0,55,3,8,8,0,2,21,17,23,65,22,4
466,59,53,14,16,32,20,0,38,22,0,2,22,1,10,13,26,37,5,0
467,4,0,0,0,3,0,0,12,0,0,0,0,0,0,7,0,1,8,1
468,9,8,3,4,9,7,0,12,4,0,1,2,2,2,4,3,11,2,2
469,114,89,7,15,153,70,0,177,33,13,34,0,12,38,67,91,114,25,11
470,26,21,4,8,28,17,0,34,9,0,1,3,4,5,17,8,30,6,2
471,12,10,6,6,13,4,0,12,6,0,1,4,1,1,6,7,8,5,0
472,4,5,0,0,9,8,0,15,5,0,1,3,0,2,2,3,5,0,0
473,3,3,2,1,14,4,2,20,6,0,1,0,0,4,8,4,7,0,0
474,179,230,70,106,618,223,91,1107,118,48,77,17,122,135,455,128,315,106,43
475,96,102,24,26,45,12,0,21,38,0,3,36,3,4,10,79,40,4,1
476,14,17,11,19,26,7,0,32,8,0,0,3,6,3,22,4,19,3,2
477,169,157,78,74,234,57,8,221,96,6,40,25,18,51,66,175,119,19,8
478,5,6,3,4,5,2,0,5,4,0,0,1,2,2,2,3,1,0,1
479,13,18,11,16,76,12,1,63,12,0,4,0,12,4,36,14,17,4,4
480,185,149,38,49,292,121,13,342,90,5,45,15,26,55,126,85,166,39,10
481,5,2,0,1,1,4,0,11,0,1,0,0,0,4,5,4,7,1,0
482,53,34,3,8,41,11,0,35,14,0,5,5,3,7,21,22,35,1,1
483,201,185,91,79,311,94,5,244,127,3,33,37,42,50,150,133,128,26,9
484,39,28,28,43,154,43,1,80,31,1,18,11,20,27,57,18,47,4,0
485,10,8,1,1,4,5,0,9,0,0,1,1,1,0,3,3,11,3,1
486,35,25,1,2,11,15,0,13,6,0,2,1,1,4,7,11,28,4,2
487,14,16,7,6,17,8,0,21,9,0,4,2,0,5,12,10,13,3,0
488,8,23,14,16,53,10,2,49,19,2,3,4,8,5,29,2,6,5,1
489,133,119,35,39,198,67,3,219,74,2,43,25,33,40,151,75,122,21,7
490,20,23,6,5,39,14,0,56,17,0,2,12,1,7,28,12,22,3,0
491,6,11,4,6,49,6,0,24,14,0,0,5,0,2,22,2,1,1,0
492,39,27,5,14,54,13,0,30,10,0,8,0,4,5,14,15,42,1,0
493,45,17,0,0,10,15,0,18,4,0,3,0,0,0,5,12,19,3,2
494,16,11,0,0,0,4,0,6,0,0,2,0,0,0,0,9,4,3,1
495,79,49,7,6,89,53,2,125,17,2,9,13,5,19,31,38,73,15,1
496,8,9,3,2,5,3,0,13,5,0,1,3,3,1,10,5,1,0,0
497,9,7,3,3,8,10,0,25,3,0,3,2,1,6,8,5,12,4,0
498,12,12,2,3,12,6,0,14,0,0,0,2,2,2,4,3,14,3,1
499,6,7,1,2,5,1,1,10,3,0,5,0,5,1,1,2,6,0,7
500,8,16,20,17,52,5,0,21,12,0,2,2,10,2,20,6,6,1,0
501,11,12,3,5,13,10,0,13,1,0,2,0,1,4,6,5,17,1,0
502,3,5,3,3,11,6,0,12,2,0,4,0,4,1,2,8,6,1,1
503,9,8,5,5,19,18,1,57,3,0,8,3,4,9,12,12,23,5,0
504,5,8,3,5,47,18,4,52,10,0,1,1,2,5,34,2,15,2,1
505,10,2,4,5,10,3,0,9,6,0,16,0,4,4,1,7,11,0,0
506,2,2,0,1,14,6,1,24,3,0,2,1,1,1,18,3,4,1,1
507,8,5,1,2,4,4,0,9,1,0,2,2,1,1,6,3,8,3,2
508,0,3,0,0,5,0,0,2,0,0,0,0,0,0,0,4,0,1,1
509,110,164,106,119,194,36,1,152,120,2,16,47,47,23,114,78,53,6,6
510,20,14,1,3,33,19,1,42,7,2,4,1,1,7,14,7,15,5,2
511,22,18,1,3,8,5,0,30,6,0,4,6,1,4,5,21,16,3,1
512,19,12,3,5,12,9,0,23,5,0,2,3,3,5,9,8,21,5,2
513,10,10,1,1,9,3,0,12,4,0,2,1,1,2,6,7,8,4,3
514,84,64,22,34,125,43,5,121,37,2,47,12,17,22,42,57,75,9,6
515,14,7,1,1,1,10,0,13,1,0,1,4,0,4,2,10,8,5,0
516,5,8,1,1,13,5,0,10,3,0,0,0,0,0,6,3,3,4,1
517,29,64,38,66,82,18,1,94,46,0,2,15,38,11,56,16,23,15,2
518,7,6,2,2,6,3,0,10,2,0,3,1,2,3,3,6,7,1,0
519,7,2,0,0,14,11,0,12,0,0,0,1,0,1,9,1,4,1,0
520,61,61,10,12,88,23,1,49,28,1,13,3,5,10,22,61,34,5,3
521,10,9,1,3,14,9,0,20,4,0,0,0,2,5,10,5,16,0,0
522,70,52,10,5,59,45,2,79,20,1,4,19,6,19,18,49,52,9,2
523,23,29,24,14,21,12,0,39,28,0,4,6,4,3,18,12,13,4,0
524,60,44,2,4,31,13,0,36,11,1,5,1,2,5,13,24,38,11,5
525,114,141,77,91,210,41,29,171,76,1,9,44,58,17,122,74,70,12,2
526,7,9,3,3,25,13,0,45,2,0,1,1,0,2,13,3,6,3,0
527,43,82,16,38,47,7,1,51,27,1,20,3,19,10,21,37,32,7,3
528,26,10,3,2,11,24,1,32,2,1,2,7,0,5,5,6,24,4,0
529,8,10,2,4,8,0,0,2,5,0,0,0,2,2,2,4,7,0,0
530,7,5,0,1,9,3,0,15,1,0,1,1,0,1,9,4,12,2,1
531,8,13,0,1,3,2,0,5,2,0,1,0,1,0,2,5,5,0,1
532,28,8,0,0,3,21,0,27,1,1,6,0,0,3,5,9,21,5,1
533,12,8,3,3,14,6,0,12,5,0,22,1,1,5,4,12,13,1,1
534,275,242,84,83,210,56,0,97,107,1,32,70,22,19,54,151,119,17,6
535,2,0,1,0,10,2,0,5,0,0,1,0,1,1,5,1,1,0,0
536,7,6,0,0,10,2,0,18,0,0,2,1,0,2,2,4,11,3,3
537,15,9,0,0,14,18,1,20,8,0,1,6,0,2,2,4,14,2,1
538,3,12,8,11,21,1,0,12,7,0,0,5,13,1,12,2,0,1,1
539,10,15,10,12,27,5,0,9,8,0,2,1,1,0,6,2,0,1,0
540,21,14,1,2,13,9,0,10,6,1,5,3,1,5,3,12,17,1,0
541,24,21,9,9,30,13,0,30,5,0,5,2,5,4,16,7,26,3,4
542,22,21,13,15,44,19,1,35,13,0,4,3,9,8,17,20,27,1,1
543,15,11,7,8,42,13,0,19,7,0,6,4,3,4,18,11,12,2,1
544,7,6,1,1,6,1,1,8,1,0,1,0,0,2,4,3,7,0,0
545,8,4,0,2,6,4,0,4,1,0,1,1,0,3,2,5,9,3,1
546,13,7,0,1,10,4,0,14,2,0,17,0,0,2,3,10,15,1,0
547,3,0,0,0,5,3,2,11,2,1,0,0,1,2,6,2,5,2,0
548,12,7,0,0,8,5,1,11,1,0,0,1,0,1,3,5,4,2,0
549,12,4,0,0,0,7,0,8,2,0,0,2,0,2,0,4,7,2,0
550,15,14,4,3,6,6,0,11,2,0,0,7,0,1,3,15,8,3,0
551,72,47,6,5,20,27,1,42,9,1,3,15,0,12,11,33,49,11,0
552,38,40,10,12,69,23,0,71,18,3,8,1,14,10,29,23,32,11,2
553,18,7,0,0,21,47,4,51,1,1,0,0,0,7,11,4,35,1,0
554,8,10,11,17,25,5,0,40,11,0,4,2,28,2,27,5,9,4,1
555,113,86,8,27,240,57,1,171,37,1,58,1,10,28,84,103,104,16,10
556,12,26,2,6,3,0,0,7,26,0,2,11,2,3,4,4,4,0,0
557,13,15,3,3,6,3,0,6,4,0,1,1,0,1,3,7,6,2,0
558,10,11,3,6,16,10,0,28,11,0,3,0,2,5,12,3,18,4,0
559,52,38,14,21,51,17,0,40,18,0,5,3,12,5,25,24,38,4,2
560,150,102,35,22,162,80,11,202,55,2,22,23,17,42,79,98,126,16,10
561,213,153,27,35,158,78,0,152,63,5,40,38,9,38,47,121,138,34,5
562,50,37,11,15,82,40,1,114,21,2,56,8,5,20,54,34,71,8,2
563,13,27,17,31,131,9,0,87,24,0,6,8,23,3,109,10,10,4,0
564,26,13,0,1,136,23,0,35,5,0,1,1,1,4,47,6,12,2,1
565,6,5,1,2,13,7,0,10,1,0,0,1,1,3,7,1,11,2,1
566,19,15,1,2,28,8,0,28,4,0,1,1,1,3,23,9,20,6,3
567,53,66,40,26,52,14,1,94,25,1,8,26,3,16,19,49,40,12,2
568,1,3,0,1,10,3,0,15,1,0,1,0,2,1,4,2,5,3,1
569,11,10,2,2,7,7,0,5,1,0,0,1,2,1,4,3,11,1,1
570,73,64,8,12,55,29,0,82,23,0,12,4,2,20,36,52,61,10,1
571,6,6,1,0,9,1,0,8,8,0,43,0,1,6,3,10,19,0,0
572,27,26,5,5,50,21,0,80,5,1,3,1,2,12,40,14,25,20,6
573,137,100,24,26,91,57,4,83,35,2,26,27,9,25,23,67,99,17,2
574,7,8,2,2,7,5,0,9,1,0,1,2,2,1,3,3,9,2,0
575,3,2,0,0,19,5,0,10,2,0,2,0,0,1,6,1,7,1,0
576,7,5,2,1,8,2,0,3,5,0,3,0,0,1,1,5,4,0,0
577,65,55,2,10,32,18,0,79,8,0,8,0,3,7,22,40,33,22,4
578,2,1,0,1,9,1,0,19,2,0,1,0,0,1,14,0,4,0,0
579,19,16,17,19,29,4,0,32,8,0,2,2,12,5,22,11,14,5,0
580,156,107,15,18,83,88,2,179,32,3,30,12,5,41,54,137,153,20,12
581,7,14,5,6,7,5,0,24,10,0,1,4,0,3,9,9,8,5,0
582,32,26,8,5,8,8,0,20,10,0,2,23,0,7,3,24,21,3,1
583,1,9,10,12,42,5,0,11,7,0,3,2,8,0,22,0,2,1,0
584,28,18,5,10,28,12,0,30,7,0,4,3,5,5,16,13,28,3,1
585,9,3,2,1,16,32,1,44,1,1,0,2,0,9,2,4,22,2,0
586,114,117,50,53,63,22,0,50,45,0,5,36,6,9,21,70,50,9,3
587,24,27,3,9,107,20,0,75,11,2,1,0,6,9,53,22,18,6,5
588,15,8,1,1,9,15,0,26,0,0,2,2,1,5,5,4,22,4,2
589,4,5,0,3,9,8,1,25,2,0,1,1,0,2,7,3,14,3,1
590,219,180,32,63,232,118,2,289,73,22,35,22,35,63,110,104,182,46,25
591,12,13,5,4,17,2,0,15,1,0,2,0,1,4,7,8,8,1,1
592,38,29,5,8,36,18,0,24,12,0,5,3,4,4,14,15,30,3,6
593,19,23,7,10,31,15,0,42,10,1,1,5,7,5,30,9,15,5,0
594,83,38,5,14,84,20,1,72,14,0,14,4,8,6,86,34,47,6,1
595,3,3,2,2,6,3,0,10,3,0,0,0,1,2,5,4,5,0,0
596,180,151,48,44,111,55,2,133,74,2,20,45,20,37,61,128,85,9,3
597,98,66,8,19,188,66,2,181,31,11,15,0,15,35,82,35,92,21,8
598,5,6,0,0,6,3,0,8,3,0,0,2,0,2,8,4,4,0,0
599,574,338,133,98,615,332,47,827,184,27,121,49,49,134,277,315,455,69,35
600,86,123,55,95,304,59,12,223,113,3,48,8,56,31,127,66,96,10,10
601,37,40,21,18,20,17,1,49,19,0,1,10,0,12,16,20,25,8,1
602,41,25,2,6,31,28,1,59,6,2,3,2,2,10,22,14,51,7,3
603,110,71,2,11,249,125,26,456,40,22,63,0,27,63,174,54,165,26,17
604,31,19,7,13,27,19,0,38,12,0,22,2,4,4,13,16,29,2,2
605,60,93,23,49,78,8,1,51,122,0,11,14,23,7,54,23,19,8,3
606,122,135,42,47,398,124,5,687,94,8,46,13,44,90,349,73,186,63,17
607,67,39,5,17,48,25,0,77,21,0,34,1,4,17,26,31,58,5,2
608,238,155,46,52,245,134,4,253,88,3,85,11,26,64,82,142,240,17,8
609,11,10,1,2,7,6,2,19,1,0,2,1,0,0,5,5,14,4,1
610,480,256,66,55,395,261,5,466,140,10,282,80,14,117,114,233,474,46,32
